BAvam	2	115
prajA	1	115
pIwvA	2	115
mahI	1	115
bAlaH	2	115
Sruwi	1	115
vaXaH	2	115
kriyawAm	2	115
gOwamaH	2	115
aBra	1	114
manyase	2	114
xakRiNa	1	114
SawAni	2	114
BiwwvA	2	114
vrajew	2	114
muneH	2	114
manIRiNaH	2	114
sanAwanam	2	114
ciwram	2	114
BAryAm	2	114
BIRma	1	114
maraNam	2	113
wAByAm	2	113
viSeRaH	2	113
praXAnam	2	113
paxe	2	113
wEla	1	113
praxaH	2	113
inxu	1	113
jAwi	1	113
janArxanaH	2	113
sIwAm	2	113
yawnena	2	112
kevalam	2	112
prApwe	2	112
haswi	1	112
lakRaNa	1	112
SAnwiH	2	112
ojasaH	2	112
manuRyANAm	2	112
parvawaH	2	112
xEvam	2	112
inxriyANi	2	111
sWAne	2	111
vahniH	2	111
mAMsam	2	111
kAsa	1	111
garBaH	2	111
pApEH	2	111
cewasaH	2	111
keSavaH	2	111
narakam	2	111
asurAH	2	111
Sabxena	2	111
Aswe	2	111
praxakRiNam	2	111
locanaH	2	111
girA	2	111
yUyam	2	111
wamaH	1	110
Bakwi	1	110
nimiwwam	2	110
SvAsa	1	110
